Date,Time,Source Port,Destination Port,Packet Length,Malware Indicators,Anomaly Scores,Alerts/Warnings,Proxy Information,Firewall Logs,IDS/IPS Alerts,Search Engine,OS,Packet Type_Data,Protocol_TCP,Protocol_UDP,Action Taken_Ignored,Action Taken_Logged,Severity Level_Low,Severity Level_Medium,Attack Type_Intrusion,Attack Type_Malware,Traffic Type_FTP,Traffic Type_HTTP,Log Source_Server
2020-10-04,07:29:27,27119,41946,803,1.0,2.86,0.0,0,0.0,0.0,Chrome,Linux,0,0,0,0,1,1,0,0,1,0,0,1
2023-01-03,12:14:31,14176,30066,993,1.0,24.75,1.0,0,1.0,1.0,Safari,iOS,1,0,0,1,0,0,0,0,1,0,0,0
2021-12-03,01:47:44,39583,12567,409,0.0,82.67,0.0,1,0.0,0.0,Safari,iOS,0,0,0,1,0,1,0,0,1,1,0,0
2022-10-10,14:03:58,13342,49468,1071,1.0,99.76,1.0,1,1.0,0.0,MSIE,Windows,0,0,0,0,1,1,0,1,0,0,1,0
2022-03-13,02:38:50,13085,64686,144,0.0,82.89,0.0,1,1.0,0.0,Opera,Windows,1,0,1,0,1,0,0,0,0,0,0,0
2020-08-29,22:34:23,37146,24748,382,1.0,45.14,0.0,1,1.0,0.0,Firefox,Windows,1,1,0,1,0,1,0,1,0,1,0,0
2021-09-24,21:49:08,11370,65181,840,0.0,99.94,0.0,1,1.0,1.0,Safari,iOS,1,0,0,1,0,1,0,0,1,0,1,1
2022-04-11,01:14:19,37737,48158,817,1.0,16.52,1.0,1,0.0,0.0,Safari,iOS,0,0,0,1,0,0,0,0,1,0,1,1
2020-10-04,08:54:23,15378,17998,597,1.0,56.12,1.0,1,1.0,1.0,MSIE,Windows,1,0,1,1,0,0,1,1,0,1,0,0
2023-06-21,15:57:29,7974,47352,1284,1.0,13.22,0.0,1,1.0,0.0,MSIE,Windows,0,0,1,0,1,0,1,0,0,0,0,0
2021-09-26,14:11:49,48964,35381,1489,1.0,93.38,1.0,0,1.0,0.0,Firefox,Linux,1,0,0,1,0,1,0,0,0,0,0,1
2020-01-25,14:45:02,34133,63037,189,0.0,79.35,0.0,1,1.0,0.0,Chrome,Linux,0,1,0,0,1,0,0,0,0,0,0,0
2022-11-17,09:57:52,6242,51899,594,0.0,6.17,0.0,0,1.0,1.0,MSIE,Windows,1,1,0,1,0,1,0,0,1,0,1,1
2020-12-09,07:09:54,3962,46440,916,1.0,95.8,0.0,1,1.0,0.0,Safari,Windows,0,1,0,0,1,1,0,0,1,0,0,0
2023-06-08,01:49:44,27855,49870,805,0.0,76.6,1.0,1,1.0,1.0,Opera,Linux,1,1,0,0,1,0,0,1,0,1,0,1
2023-08-31,05:49:10,15382,18812,1229,1.0,24.26,0.0,1,1.0,0.0,Opera,Linux,0,0,1,0,1,0,1,1,0,0,0,0
2021-11-17,20:33:49,40614,34491,524,0.0,10.66,1.0,1,1.0,0.0,MSIE,Windows,1,0,0,0,0,1,0,0,1,0,1,1
2020-09-04,13:01:18,63368,40590,1225,1.0,35.06,0.0,1,1.0,1.0,Safari,Windows,1,0,1,0,1,0,1,1,0,0,1,0
2020-10-27,07:00:57,10116,21594,1414,1.0,46.76,1.0,0,0.0,0.0,Opera,Linux,0,0,1,1,0,0,0,0,1,0,1,0
2023-02-03,04:39:04,20026,50854,906,1.0,42.11,0.0,0,0.0,1.0,Chrome,Windows,0,1,0,0,1,0,0,0,0,1,0,1
2020-01-14,03:05:12,37999,49931,175,0.0,65.32,1.0,1,1.0,0.0,Opera,Linux,1,0,0,0,1,0,1,1,0,0,1,1
2023-08-30,03:26:51,52865,55715,1053,0.0,47.96,1.0,0,0.0,0.0,Chrome,Linux,1,0,1,0,1,0,0,0,0,0,0,0
2023-07-12,13:56:39,1307,44976,724,1.0,14.07,0.0,0,0.0,0.0,Safari,Windows,0,0,1,1,0,0,1,0,1,0,1,0
2020-07-23,18:15:44,7079,45023,1330,0.0,0.5,1.0,0,0.0,0.0,MSIE,Windows,0,0,1,1,0,0,1,0,0,0,0,1
2020-05-15,10:13:45,36213,25889,1415,1.0,7.61,0.0,1,0.0,1.0,Chrome,Linux,0,0,1,1,0,0,1,1,0,0,0,0
2020-12-18,11:17:03,37264,23697,1082,1.0,23.01,1.0,0,0.0,1.0,Opera,Windows,0,0,1,0,0,0,1,0,1,1,0,0
2021-05-13,23:11:10,43583,3409,133,0.0,88.66,0.0,1,1.0,0.0,MSIE,Windows,1,0,1,0,1,0,0,0,1,1,0,0
2021-06-09,01:06:42,56321,23365,430,1.0,81.58,0.0,1,0.0,0.0,Safari,iOS,0,0,0,0,0,0,1,1,0,0,0,0
2022-03-14,13:56:17,22337,13392,637,1.0,32.66,0.0,0,1.0,1.0,Safari,macOS,0,1,0,0,0,0,1,0,1,0,1,0
2022-09-19,07:16:19,43263,1588,355,1.0,36.16,1.0,0,1.0,1.0,Safari,iOS,1,0,0,1,0,0,0,0,1,0,0,0
2023-07-23,18:27:15,35706,27819,1054,1.0,38.57,1.0,1,1.0,1.0,Firefox,macOS,1,0,1,1,0,0,1,0,0,1,0,1
2023-06-01,14:54:54,64033,42055,912,0.0,12.16,1.0,1,0.0,1.0,Firefox,Android,0,0,0,0,0,0,1,0,1,1,0,0
2022-06-14,17:22:37,62711,28576,1188,0.0,89.13,1.0,0,1.0,0.0,Firefox,Windows,0,0,0,1,0,0,1,0,1,0,0,0
2023-02-04,20:22:08,50570,55844,443,0.0,9.98,1.0,1,1.0,0.0,Firefox,macOS,1,0,1,1,0,1,0,1,0,1,0,1
2020-06-26,10:37:37,25109,55573,528,0.0,50.65,0.0,0,1.0,1.0,Opera,Linux,1,0,1,1,0,1,0,0,0,0,1,1
2022-05-27,17:10:42,21293,46285,1055,1.0,50.09,1.0,1,0.0,0.0,Chrome,Linux,1,0,0,0,1,0,0,0,1,0,0,0
2023-10-05,06:39:16,46666,50428,1355,1.0,12.54,0.0,0,0.0,0.0,Opera,Linux,1,1,0,0,1,0,0,1,0,0,0,1
2022-12-07,05:16:56,64622,5623,421,1.0,4.2,0.0,1,1.0,0.0,MSIE,Windows,1,1,0,1,0,0,1,0,0,0,1,0
2022-04-23,21:37:22,21571,20765,1065,1.0,33.95,0.0,0,1.0,1.0,Chrome,Linux,1,0,1,0,0,0,0,0,0,0,0,1
2022-06-05,15:31:24,23989,39873,1407,1.0,41.58,1.0,0,1.0,0.0,MSIE,Windows,1,1,0,0,1,1,0,0,1,0,0,0
2021-01-14,07:40:22,18029,61577,1418,0.0,34.61,0.0,1,0.0,0.0,Safari,iOS,0,1,0,1,0,1,0,0,1,0,0,0
2023-02-05,21:50:17,52568,32358,269,0.0,77.73,1.0,1,0.0,1.0,Chrome,Linux,0,0,0,1,0,1,0,0,0,1,0,0
2022-05-08,19:34:36,37972,26342,1450,0.0,3.02,1.0,1,0.0,1.0,Safari,Windows,1,0,0,0,1,0,1,1,0,0,1,0
2020-09-07,14:08:22,20481,9489,1363,1.0,69.66,1.0,0,0.0,0.0,Firefox,Windows,1,0,0,0,1,0,1,0,1,0,1,0
2021-07-14,17:20:42,21598,16992,596,0.0,36.42,1.0,1,0.0,0.0,Opera,Linux,1,0,0,0,0,0,1,0,1,0,1,0
2021-06-28,03:59:26,49694,58254,1179,1.0,26.58,0.0,1,0.0,1.0,Chrome,Linux,1,1,0,0,0,1,0,1,0,0,1,0
2020-12-13,18:09:19,29919,4921,1472,1.0,89.6,0.0,1,0.0,1.0,Safari,iOS,0,0,0,1,0,0,0,0,1,0,1,1
2020-11-14,15:44:01,29190,43899,882,1.0,85.27,0.0,0,1.0,1.0,MSIE,Windows,0,1,0,0,0,1,0,0,1,0,0,0
2021-11-15,12:52:18,18297,51844,320,1.0,41.36,0.0,0,0.0,0.0,Safari,iOS,0,0,0,0,0,0,1,1,0,1,0,1
2023-10-03,20:03:45,38810,48583,766,1.0,24.94,0.0,0,0.0,1.0,Firefox,macOS,0,0,1,1,0,0,1,0,0,1,0,0
2020-02-03,13:51:13,21001,34227,1495,1.0,98.86,0.0,1,1.0,1.0,Opera,Windows,1,0,1,0,0,0,0,1,0,0,1,1
2022-02-19,18:48:24,10913,51794,349,1.0,40.0,0.0,0,0.0,0.0,Safari,iOS,1,0,0,0,1,1,0,0,0,0,1,1
2020-06-10,04:10:06,1961,63111,805,0.0,8.13,0.0,1,1.0,1.0,Safari,macOS,1,0,0,0,1,0,1,0,0,0,0,1
2023-03-06,11:44:06,31542,47214,380,0.0,26.79,1.0,0,0.0,1.0,Firefox,Android,0,0,0,1,0,0,1,0,1,1,0,1
2020-10-11,05:19:48,23219,9463,360,1.0,10.88,1.0,1,1.0,1.0,Chrome,Linux,0,0,1,1,0,1,0,0,1,0,0,1
2023-04-01,10:31:37,47361,28104,1124,0.0,55.56,0.0,0,1.0,1.0,Safari,iOS,0,1,0,0,0,0,0,0,0,1,0,1
2020-10-20,06:40:13,64003,31865,1178,0.0,24.02,1.0,1,1.0,1.0,Opera,Linux,0,0,0,0,0,1,0,0,1,1,0,0
2023-07-06,22:00:54,59635,18242,435,0.0,70.39,0.0,0,1.0,1.0,Opera,Windows,1,1,0,0,1,0,1,0,0,0,1,1
2021-09-22,20:16:00,11367,21001,515,0.0,92.99,0.0,1,0.0,1.0,Opera,Linux,1,0,0,0,0,0,0,0,0,0,1,0
2023-03-18,01:07:56,40562,54334,850,1.0,14.22,0.0,1,1.0,1.0,Safari,iOS,0,0,1,1,0,1,0,1,0,1,0,1
2023-09-27,02:08:48,60406,45946,1147,0.0,2.19,0.0,0,0.0,0.0,Opera,Windows,0,1,0,0,0,1,0,0,0,0,0,1
2020-06-02,10:20:34,1851,25454,1064,0.0,46.09,0.0,1,0.0,1.0,Safari,iOS,0,1,0,1,0,1,0,1,0,0,0,0
2023-06-16,11:17:16,35242,15087,711,0.0,57.41,1.0,1,0.0,0.0,Firefox,Windows,0,0,0,0,1,0,0,0,0,1,0,1
2023-07-04,00:50:24,57952,29039,1474,0.0,8.9,0.0,0,1.0,0.0,Safari,macOS,0,0,1,1,0,0,0,0,0,1,0,1
2020-07-21,00:54:06,51220,23405,350,0.0,74.76,0.0,0,0.0,1.0,Safari,macOS,0,0,0,0,1,0,1,0,0,0,1,0
2021-02-16,06:12:06,38194,58942,447,1.0,97.93,1.0,0,1.0,1.0,Opera,Windows,0,0,1,1,0,0,0,0,0,1,0,0
2020-03-28,06:52:13,3361,23551,105,1.0,1.21,0.0,0,0.0,0.0,Firefox,Windows,1,1,0,0,1,0,0,0,0,1,0,0
2021-07-15,17:16:40,50600,39025,552,0.0,6.33,1.0,1,1.0,1.0,Safari,iOS,1,1,0,0,0,1,0,0,1,1,0,1
2020-07-13,00:00:46,55202,5931,356,1.0,58.28,0.0,0,1.0,1.0,Firefox,macOS,1,0,0,1,0,1,0,0,0,0,1,1
2021-09-01,12:30:55,20180,56881,646,0.0,98.74,0.0,0,1.0,1.0,Safari,Windows,1,1,0,0,0,1,0,0,1,0,0,0
2023-05-03,08:01:08,47937,65341,1029,1.0,2.08,1.0,1,0.0,0.0,Safari,iOS,1,1,0,1,0,1,0,0,0,0,0,1
2022-12-07,13:43:32,25293,48375,614,1.0,33.35,0.0,0,0.0,1.0,MSIE,Windows,0,0,0,0,1,0,0,1,0,0,0,0
2023-03-19,10:24:36,21728,30800,742,0.0,72.37,0.0,0,1.0,1.0,MSIE,Windows,1,0,1,0,0,0,0,0,1,1,0,1
2020-01-23,17:12:28,30128,38912,512,0.0,48.67,0.0,1,1.0,1.0,Safari,macOS,1,1,0,1,0,1,0,0,0,0,1,1
2023-02-14,13:33:06,20793,15285,322,1.0,22.72,0.0,0,1.0,1.0,Chrome,Linux,1,0,0,0,1,0,0,0,1,0,0,0
2023-04-20,12:01:08,54255,35687,1376,1.0,47.35,1.0,1,1.0,0.0,Safari,Windows,1,0,1,1,0,0,1,0,1,1,0,1
2021-08-13,09:22:26,53000,27250,1196,1.0,2.61,0.0,1,0.0,0.0,Safari,iOS,0,0,1,0,1,0,1,0,1,0,0,1
2020-09-22,18:43:31,62449,26104,1266,0.0,66.92,0.0,1,0.0,0.0,Firefox,Android,1,0,1,1,0,1,0,0,0,0,1,1
2021-12-11,16:08:06,46305,28430,865,0.0,58.54,1.0,1,1.0,0.0,Safari,iOS,1,0,0,0,0,1,0,0,1,0,0,0
2020-01-11,09:09:09,53246,49032,1334,1.0,43.73,0.0,0,1.0,0.0,Opera,Windows,0,1,0,1,0,0,0,1,0,0,0,1
2020-02-19,17:59:29,38213,53623,923,1.0,59.98,0.0,1,0.0,1.0,Safari,iOS,1,0,0,1,0,1,0,0,1,1,0,1
2022-12-17,13:37:46,43645,49867,592,0.0,2.35,1.0,0,0.0,1.0,Chrome,Windows,1,0,1,0,1,0,0,0,1,1,0,1
2021-05-27,18:48:40,52260,51615,247,0.0,80.68,1.0,0,1.0,1.0,Safari,macOS,1,0,0,0,0,0,0,0,0,0,0,1
2023-06-02,21:54:29,44563,52946,682,1.0,60.15,0.0,1,1.0,1.0,Opera,Windows,0,1,0,1,0,1,0,0,1,1,0,0
2022-11-28,21:49:02,29647,26751,1298,1.0,59.46,1.0,1,0.0,1.0,Safari,iOS,1,1,0,0,0,1,0,0,0,0,0,0
2022-01-16,09:27:34,58929,38121,1145,1.0,66.71,1.0,0,1.0,1.0,MSIE,Windows,1,0,1,1,0,1,0,1,0,0,1,0
2022-09-23,04:00:30,9459,58611,831,0.0,30.11,0.0,1,0.0,1.0,Firefox,Windows,0,0,1,0,1,1,0,0,0,0,0,0
2023-03-16,22:12:04,14825,38621,330,1.0,49.47,0.0,0,1.0,1.0,Chrome,macOS,1,0,0,0,0,0,0,1,0,1,0,1
2020-05-20,06:09:04,18038,34386,264,1.0,28.9,0.0,1,0.0,1.0,Safari,iOS,1,0,1,1,0,1,0,0,0,0,1,1
2022-11-29,05:33:09,63036,22115,292,0.0,40.54,0.0,0,1.0,0.0,Safari,iOS,0,1,0,0,1,1,0,1,0,0,1,1
2021-04-21,06:58:29,7110,60846,1254,1.0,67.56,1.0,0,1.0,0.0,Firefox,Windows,0,0,0,0,0,1,0,0,1,1,0,0
2021-10-15,14:43:48,32215,53447,673,0.0,62.34,1.0,0,0.0,1.0,Chrome,macOS,0,0,1,0,1,1,0,1,0,0,1,0
2022-12-16,15:32:41,20282,6096,306,1.0,59.64,1.0,1,0.0,0.0,Firefox,Android,0,1,0,1,0,1,0,1,0,0,0,0
2022-04-07,03:35:25,51881,7518,514,0.0,85.13,1.0,1,0.0,0.0,MSIE,Windows,1,0,0,0,0,0,0,0,0,1,0,1
2021-11-21,10:08:02,36198,9611,1090,0.0,88.53,1.0,1,1.0,0.0,Safari,iOS,0,0,1,1,0,0,1,0,0,0,0,1
2023-06-28,07:42:07,45512,23942,1203,0.0,71.46,0.0,1,1.0,0.0,Safari,macOS,1,0,1,1,0,1,0,0,0,1,0,0
2021-01-05,01:44:37,46823,17815,830,0.0,37.76,1.0,0,0.0,0.0,Opera,Windows,1,0,0,0,1,0,1,1,0,1,0,1
2021-11-23,12:03:31,54997,56877,816,0.0,61.34,1.0,0,0.0,1.0,Safari,iOS,0,0,1,0,1,0,1,1,0,0,1,0
2021-12-23,17:24:58,61893,16403,983,0.0,85.69,0.0,1,0.0,0.0,MSIE,Windows,1,0,1,0,0,0,1,1,0,0,1,0
2022-01-16,10:25:21,27765,53486,69,0.0,83.94,0.0,1,0.0,0.0,Opera,Linux,0,1,0,1,0,0,0,0,1,0,0,0
2020-09-27,23:28:01,1936,8619,1173,1.0,12.19,1.0,0,1.0,1.0,Safari,iOS,0,0,1,0,0,0,1,0,1,1,0,1
2022-08-01,07:08:39,29117,3151,318,0.0,3.23,0.0,1,0.0,0.0,Opera,Linux,1,0,1,1,0,1,0,0,1,0,0,1
2020-04-13,00:04:57,60120,10190,150,1.0,67.03,0.0,0,0.0,0.0,Safari,macOS,1,0,1,0,1,1,0,0,1,1,0,0
2023-09-14,19:04:26,34032,53698,557,1.0,71.34,0.0,1,0.0,0.0,MSIE,Windows,1,0,0,1,0,1,0,0,0,0,1,1
2023-08-17,08:08:00,18518,27046,447,1.0,21.47,0.0,1,0.0,0.0,Opera,Windows,0,1,0,1,0,0,0,1,0,0,0,1
2020-09-18,11:18:11,29610,28092,356,1.0,90.65,1.0,0,0.0,1.0,Chrome,Windows,1,1,0,1,0,0,0,0,0,0,0,0
2023-01-13,00:23:42,44927,35960,917,1.0,47.6,0.0,1,1.0,1.0,MSIE,Windows,0,0,1,1,0,0,0,0,0,1,0,0
2022-09-26,15:45:02,15537,9351,219,1.0,26.6,1.0,0,0.0,0.0,Opera,Windows,1,1,0,1,0,0,1,1,0,0,0,1
2021-11-21,16:46:49,30830,40542,1314,0.0,41.51,0.0,0,0.0,0.0,Safari,iOS,0,0,0,1,0,0,1,0,0,0,0,1
2020-02-08,02:51:10,10765,32758,993,1.0,26.47,1.0,0,1.0,1.0,Firefox,Android,1,0,1,0,0,1,0,0,0,0,0,0
2022-09-01,16:43:28,38042,7590,1302,1.0,58.78,1.0,0,0.0,0.0,Safari,macOS,1,0,1,0,0,0,0,1,0,0,0,1
2023-08-21,21:02:06,20677,12554,336,1.0,90.55,0.0,0,1.0,0.0,Safari,macOS,1,0,0,1,0,0,1,0,1,0,0,0
2023-01-05,19:10:14,18811,5962,435,0.0,17.52,1.0,0,0.0,1.0,Firefox,macOS,0,0,1,0,0,0,1,0,0,0,0,1
2022-01-25,18:49:49,52673,35710,1172,1.0,4.59,1.0,0,0.0,1.0,Firefox,Linux,1,0,1,0,0,1,0,1,0,1,0,1
2023-10-06,00:53:01,61616,21183,705,0.0,19.57,0.0,0,1.0,1.0,Chrome,Linux,1,0,1,0,0,0,0,0,0,1,0,1
2022-10-16,00:53:49,37386,12050,1216,1.0,12.36,0.0,0,1.0,1.0,MSIE,Windows,0,1,0,1,0,1,0,1,0,0,0,0
2020-09-09,05:48:09,17055,58173,451,1.0,52.86,0.0,1,1.0,1.0,Opera,Linux,0,1,0,0,1,1,0,0,1,1,0,0
2020-10-22,18:07:37,3318,4875,387,0.0,96.0,0.0,0,0.0,0.0,Chrome,Linux,1,0,0,0,0,1,0,1,0,0,1,1
2021-09-18,06:59:18,24303,28199,693,0.0,51.17,0.0,0,0.0,1.0,Safari,Windows,0,0,0,0,1,0,1,0,0,0,1,0
2022-07-28,22:35:26,62968,58383,133,0.0,4.28,0.0,0,0.0,0.0,Safari,macOS,0,1,0,0,0,1,0,0,0,0,1,1
2020-03-06,23:28:15,10104,54021,1451,0.0,35.08,0.0,1,1.0,0.0,Safari,iOS,0,0,0,0,0,0,1,0,0,0,1,0
2023-04-12,05:40:35,13666,51461,1012,1.0,17.89,1.0,1,0.0,1.0,MSIE,Windows,1,0,1,1,0,0,0,1,0,0,0,0
2022-10-10,03:58:01,58026,55936,724,0.0,25.2,1.0,0,0.0,0.0,MSIE,Windows,0,0,0,0,0,1,0,0,1,0,1,1
2022-07-23,06:06:26,17396,34278,95,1.0,23.03,1.0,1,1.0,0.0,Chrome,Linux,0,1,0,1,0,1,0,0,0,1,0,0
2020-10-14,03:32:45,20999,59927,1461,1.0,59.57,1.0,1,1.0,1.0,Safari,iOS,0,0,0,0,1,0,1,1,0,1,0,0
2021-04-14,13:03:34,42812,18438,669,0.0,8.03,0.0,0,1.0,1.0,Chrome,Linux,0,0,0,0,0,0,0,1,0,1,0,1
2023-05-05,05:50:31,13255,35854,1432,0.0,27.32,1.0,1,0.0,1.0,Opera,Linux,1,1,0,0,1,1,0,1,0,0,0,0
2022-01-05,03:27:58,22258,30063,511,0.0,43.12,1.0,1,0.0,1.0,MSIE,Windows,0,1,0,0,0,0,1,0,1,1,0,1
2022-07-31,08:05:04,22715,38534,704,1.0,60.12,1.0,1,1.0,1.0,Chrome,Windows,1,0,1,0,1,0,0,1,0,0,0,0
2020-09-30,23:03:33,53120,9160,918,0.0,94.04,0.0,0,1.0,0.0,MSIE,Windows,1,0,0,1,0,0,1,1,0,0,1,0
2021-02-15,01:06:39,60868,20219,518,0.0,6.17,0.0,0,0.0,0.0,Firefox,Android,0,1,0,1,0,1,0,1,0,1,0,0
2020-01-13,11:25:14,63377,26899,464,0.0,60.98,0.0,0,0.0,0.0,Firefox,Linux,1,0,1,1,0,0,1,0,1,0,0,0
2021-02-17,12:00:23,58261,35886,870,0.0,88.46,1.0,0,1.0,0.0,MSIE,Windows,0,0,1,0,1,0,1,0,1,1,0,0
2021-11-10,03:44:58,11783,33165,881,0.0,4.88,1.0,0,0.0,0.0,Firefox,Linux,1,0,1,1,0,0,0,1,0,0,0,0
2022-06-28,00:07:59,25054,60505,374,1.0,37.1,0.0,1,1.0,0.0,Safari,macOS,0,1,0,0,1,0,0,0,1,0,0,0
2020-04-01,12:52:01,34436,54006,251,1.0,8.73,1.0,0,1.0,0.0,Chrome,Linux,0,0,0,0,1,1,0,0,1,0,0,1
2023-04-17,12:21:55,26500,41506,342,1.0,21.43,1.0,0,0.0,0.0,MSIE,Windows,1,1,0,0,1,0,1,0,1,1,0,0
2022-01-07,18:06:23,43467,39895,1099,0.0,90.53,0.0,0,1.0,0.0,MSIE,Windows,0,1,0,1,0,1,0,0,0,0,1,0
2022-06-30,00:45:39,57860,47720,556,0.0,57.48,1.0,0,0.0,0.0,MSIE,Windows,1,1,0,0,0,1,0,0,1,0,1,0
2023-09-01,23:12:30,13616,32565,1163,1.0,77.9,1.0,1,0.0,1.0,Opera,Windows,0,0,1,0,0,0,1,0,1,0,1,1
2020-02-18,08:21:28,61051,35330,314,0.0,98.48,1.0,0,0.0,0.0,Opera,Windows,1,0,0,1,0,0,0,0,1,0,0,0
2020-02-16,16:46:21,39740,15593,995,1.0,47.43,0.0,0,1.0,1.0,Opera,Windows,0,1,0,0,1,0,1,1,0,0,1,0
2022-07-18,19:35:12,54066,61761,678,1.0,32.14,0.0,0,0.0,0.0,MSIE,Windows,1,1,0,0,0,0,1,1,0,0,1,1
2022-01-28,01:52:25,7054,18705,893,0.0,26.61,1.0,0,1.0,1.0,Opera,Windows,0,0,1,0,0,1,0,0,1,0,1,1
2021-07-12,18:45:02,46092,30642,73,0.0,64.7,1.0,0,0.0,0.0,Chrome,Linux,1,0,1,0,1,1,0,0,1,1,0,1
2023-08-19,18:27:38,53790,18618,1279,1.0,79.72,1.0,1,0.0,1.0,Opera,Linux,0,0,0,0,1,0,1,0,1,1,0,0
2020-01-05,12:51:06,9688,29890,1112,1.0,95.82,1.0,1,0.0,0.0,Safari,Windows,1,1,0,1,0,0,0,0,1,0,0,1
2021-10-02,22:47:17,48816,7728,1330,1.0,66.8,1.0,0,0.0,0.0,MSIE,Windows,0,0,1,0,1,0,0,0,1,1,0,0
2022-04-18,20:32:54,17506,14099,837,0.0,59.58,1.0,0,0.0,0.0,Opera,Linux,1,0,0,0,1,0,0,0,0,1,0,1
2021-07-20,22:22:58,53784,52916,1472,0.0,46.96,1.0,0,0.0,0.0,MSIE,Windows,1,1,0,0,1,0,0,0,1,0,1,1
2021-07-16,23:19:25,28197,19030,778,1.0,91.86,1.0,1,1.0,0.0,Safari,iOS,0,0,1,0,0,0,1,1,0,0,1,1
2023-05-07,02:23:09,34382,9882,982,0.0,50.95,1.0,0,0.0,1.0,MSIE,Windows,0,1,0,0,1,1,0,0,0,0,0,1
2023-07-23,11:38:08,40062,28004,1405,1.0,18.11,1.0,0,0.0,0.0,Firefox,Linux,0,0,1,0,1,0,0,1,0,1,0,1
2022-09-17,23:39:02,22948,56478,174,1.0,44.91,1.0,1,0.0,0.0,Firefox,Linux,1,0,1,0,1,0,0,0,0,0,1,1
2020-01-30,15:44:00,44083,7271,1184,1.0,44.51,1.0,0,0.0,0.0,Firefox,Windows,1,0,0,0,0,1,0,0,1,0,0,1
2021-10-28,11:36:48,31503,6874,917,1.0,16.98,0.0,0,1.0,0.0,Chrome,Linux,0,0,0,0,0,1,0,0,1,0,0,0
2022-08-03,04:17:34,47294,20190,1137,0.0,58.93,1.0,0,0.0,0.0,Chrome,Windows,0,0,0,0,1,0,0,0,1,0,1,1
2021-09-12,08:12:29,27635,17890,420,1.0,82.47,1.0,0,0.0,1.0,MSIE,Windows,0,0,0,1,0,1,0,0,1,1,0,1
2020-07-08,20:46:32,62327,28226,1066,0.0,89.45,1.0,0,0.0,0.0,Opera,Linux,1,1,0,0,0,1,0,0,1,1,0,0
2020-01-23,19:46:32,16801,10632,1001,1.0,12.72,0.0,1,1.0,1.0,Opera,Windows,1,0,1,0,0,0,0,0,1,1,0,0
2023-06-12,04:49:46,20785,52223,1309,1.0,87.58,1.0,1,0.0,1.0,Firefox,macOS,0,0,0,0,0,0,1,1,0,0,1,1
2020-11-01,10:47:41,49033,5562,1243,1.0,53.7,0.0,1,1.0,1.0,Chrome,macOS,1,0,0,0,1,1,0,0,0,1,0,1
2021-11-23,11:15:39,64484,11817,778,1.0,39.74,1.0,0,0.0,1.0,Safari,iOS,1,1,0,1,0,1,0,0,0,0,1,0
2020-10-12,07:00:03,30386,48275,870,0.0,73.51,0.0,0,0.0,0.0,MSIE,Windows,0,0,0,0,0,0,1,1,0,0,0,1
2023-07-06,05:30:26,64330,20224,1198,0.0,99.35,0.0,1,1.0,0.0,Opera,Windows,0,0,1,1,0,0,1,1,0,0,0,0
2023-01-10,22:47:33,38202,51932,644,1.0,22.39,1.0,1,0.0,1.0,Firefox,Windows,0,0,1,1,0,1,0,1,0,0,1,1
2023-07-11,07:58:24,44046,64852,1088,0.0,16.18,0.0,0,1.0,0.0,MSIE,Windows,0,0,1,0,1,0,1,1,0,0,1,0
2021-09-18,03:03:01,6695,23721,751,1.0,73.63,0.0,1,1.0,1.0,Chrome,Windows,1,1,0,0,1,0,1,0,0,1,0,0
2023-04-02,22:32:33,12262,42296,1004,0.0,39.1,0.0,0,0.0,1.0,Opera,Windows,1,0,1,0,0,0,0,0,0,0,1,1
2020-09-01,17:52:50,9898,59451,905,0.0,22.88,0.0,1,0.0,1.0,Firefox,Linux,1,0,1,0,1,0,0,1,0,0,0,0
2020-08-11,22:34:39,43942,34085,1049,1.0,56.01,1.0,1,1.0,1.0,MSIE,Windows,1,0,0,0,1,0,1,1,0,0,1,1
2021-09-12,19:30:44,62537,4420,1340,0.0,12.36,0.0,1,0.0,0.0,Safari,iOS,0,0,1,0,0,0,1,1,0,0,1,1
2022-02-08,08:12:50,22334,16415,1427,0.0,63.04,1.0,0,0.0,0.0,MSIE,Windows,1,1,0,0,1,0,1,1,0,0,0,1
2022-11-16,17:43:19,28110,21763,143,0.0,57.47,1.0,1,0.0,1.0,MSIE,Windows,0,1,0,0,0,0,1,0,0,0,1,0
2023-09-23,01:19:18,55901,40380,86,1.0,90.09,0.0,1,0.0,0.0,Firefox,macOS,0,0,1,0,0,0,0,0,1,0,1,0
2023-08-26,09:17:05,5564,39956,969,1.0,94.13,1.0,1,1.0,1.0,MSIE,Windows,1,0,1,1,0,0,1,0,1,0,1,0
2021-08-22,12:50:19,62050,64405,1420,0.0,76.05,0.0,1,0.0,0.0,MSIE,Windows,0,1,0,0,0,1,0,1,0,0,0,1
2021-01-27,01:32:48,3530,50742,433,0.0,50.24,0.0,0,1.0,0.0,Firefox,Linux,1,1,0,1,0,0,0,0,1,0,1,1
2021-01-13,06:55:04,47186,9209,454,0.0,50.89,1.0,1,0.0,0.0,Safari,macOS,0,0,0,1,0,1,0,0,1,0,1,1
2023-06-21,15:14:51,9613,15136,579,1.0,63.31,1.0,1,0.0,1.0,Firefox,Linux,1,0,0,0,0,1,0,0,1,0,0,1
2023-04-17,13:22:40,51322,62071,778,0.0,19.93,1.0,1,1.0,1.0,Safari,Windows,0,0,1,1,0,0,0,0,1,0,0,0
